Node1,Node2
146,340
146,306
146,220
146,351
146,903
146,286
146,230
147,157
147,365
147,957
147,269
147,625
147,910
147,965
147,691
147,342
147,530
147,843
147,561
147,604
147,936
147,946
147,766
147,513
147,274
147,666
147,815
148,163
148,452
148,498
148,705
148,663
148,493
148,165
148,339
148,804
148,270
148,794
148,860
148,358
148,382
149,213
149,228
149,643
149,779
149,956
149,483
149,153
149,337
149,150
149,154
149,526
149,875
149,909
149,168
149,427
149,486
149,559
149,326
149,402
149,186
150,836
150,845
150,337
150,909
150,540
150,399
150,615
150,977
150,712
150,201
150,397
150,483
150,652
150,437
151,633
151,730
151,672
151,757
151,811
151,510
151,1014
151,516
152,216
152,379
152,817
152,935
152,885
152,707
152,855
152,756
152,219
152,481
152,552
152,332
152,448
152,841
153,427
153,486
153,909
153,845
153,337
153,559
153,213
153,402
153,483
153,779
153,522
153,399
153,806
153,289
153,956
154,187
154,734
154,197
154,359
154,376
154,374
154,503
154,630
154,588
154,706
154,806
154,845
154,160
154,1015
154,337
154,463
154,689
154,423
154,459
154,486
155,212
155,371
155,778
155,833
155,488
155,494
155,508
155,515
155,959
155,181
155,259
155,912
155,958
155,231
155,863
155,646
155,716
155,1022
155,262
155,242
155,518
155,176
156,240
156,244
156,812
156,816
156,968
156,230
156,819
156,856
156,571
156,1013
156,484
156,539
157,269
157,910
157,365
157,625
157,604
157,766
157,946
157,274
157,936
157,251
157,771
157,674
157,323
158,184
158,334
158,673
158,200
158,460
158,555
158,603
158,876
158,446
158,580
158,664
158,514
158,281
158,1012
158,332
158,356
158,528
158,618
158,1019
159,232
159,320
159,587
159,603
159,266
159,368
159,219
159,272
159,555
159,430
159,216
159,443
159,460
159,877
159,1012
160,560
160,588
160,1015
160,788
160,374
160,630
160,467
160,941
161,169
161,188
161,426
161,477
161,685
161,900
161,211
161,264
161,449
161,496
161,871
161,970
161,304
161,373
161,991
161,661
161,214
161,367
162,366
162,516
162,185
162,712
162,889
162,272
162,315
162,473
162,504
162,476
162,552
162,700
162,724
162,759
162,884
162,903
162,944
162,511
162,707
162,713
162,740
162,865
162,898
162,451
162,915
162,1023
162,404
162,237
163,339
163,493
163,663
163,705
163,452
163,498
163,860
163,794
163,270
163,772
163,684
163,479
163,760
163,826
163,1017
164,567
164,754
164,275
164,626
164,189
164,750
164,948
164,868
164,864
164,634
164,751
164,822
164,986
164,414
164,167
165,270
165,772
165,683
165,684
165,724
165,206
165,317
165,452
165,493
165,826
165,641
165,358
165,794
165,385
165,302
165,235
165,339
165,479
166,564
166,670
166,585
166,675
166,220
166,185
166,605
166,688
166,708
166,999
166,700
166,709
166,819
166,968
166,770
166,891
166,944
166,255
166,784
166,623
166,299
167,319
167,261
167,570
167,786
167,312
167,680
167,695
167,795
167,1018
167,377
167,746
167,731
167,639
168,440
168,966
168,289
168,333
168,213
168,375
169,188
169,304
169,568
169,685
169,894
169,931
169,410
169,426
169,715
169,886
169,982
169,176
169,492
169,737
170,769
170,230
170,694
170,665
170,816
170,968
170,429
171,461
171,583
171,639
171,196
171,258
171,784
171,858
171,297
171,414
171,203
171,602
172,738
172,558
172,624
172,194
172,853
172,191
172,298
172,517
172,632
172,908
172,381
172,668
172,577
172,546
172,601
172,174
173,356
173,448
173,254
173,942
173,865
173,227
173,411
173,969
174,218
174,239
174,192
174,597
174,293
174,764
174,659
174,947
174,257
174,997
174,718
174,464
174,781
174,190
174,577
175,741
175,1023
175,821
175,449
175,176
175,716
175,398
